accountid  ,oybaccountid,jobid      ,listid     ,batchid    ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,eventdate              ,domain                                                                                                                          ,isunique,triggerersenddefinitionobjectid     ,triggeredsendcustomerkey            
  555555555,   555555555,      20905,        340,      19035,    37555338,37555338@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C20EB8DE-A847-408F-B348-F75F6F1127A8
  555555555,   555555555,      20905,        340,      18040,    37978568,37978568@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,9306B250-A581-476A-90AA-76B650478A55
  555555555,   555555555,      20905,        340,      15031,    37489618,37489618@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,F276920E-2103-488B-AD52-7CDB670FEDAE
  555555555,   555555555,      20905,        340,      11017,    37280701,37280701@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,BDFE4B88-FEE8-41F1-BC5B-E5F7E5EED38F
  555555555,   555555555,      20904,        340,      23012,    35152804,35152804@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,5F327AF5-8F97-46FA-9940-D46486F53AC6
  555555555,   555555555,      20904,        340,      29026,    37795716,37795716@aol.com                                                                                                                                                                                                                                              ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,3E112E40-8F8B-444A-A8B3-BACB040D2BFB
  555555555,   555555555,      20903,        340,      14022,    35607419,35607419@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,B5B8B8B7-6680-4B14-8D27-15439F5EF419
  555555555,   555555555,      20902,        340,      19072,    42744328,42744328@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,9D795AD1-608A-42C3-A818-9E2D4654FE62
  555555555,   555555555,      19709,        340,       1607,    43583172,43583172@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,2301859A-5B43-ED11-B841-48DF37E41D3A,1E8E9FF6-B253-46D6-87FF-961F826FACC1
  555555555,   555555555,      19708,        340,       1998,    13743472,13743472@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       1,D36A6594-5B43-ED11-B841-48DF37E41D3A,3D3B0DDD-DED6-41CF-9B86-070C2BC6829D
  555555555,   555555555,      19704,        340,      41753,     3286061,3286061@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:56:00.000,devsutd.com                                                                                                                     ,       0,519F1281-06F3-EC11-B83A-48DF37E41F4C,36F16602-46F1-412D-9C45-18CFA59A315C
  555555555,   555555555,      20002,        340,       1519,    42537832,42537832@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:56:00.000,devsutd.com                                                                                                                     ,       1,DE5E18A7-604A-ED11-B841-48DF37E41D3A,18D8360D-AE68-40A6-9F1F-3A5CE541F0D2
  555555555,   555555555,      20928,        340,       4007,    30571840,30571840@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 00:56:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C7F169EC-7DAF-4F09-B912-276AEE59F1FD
  555555555,   555555555,      19702,        340,       1570,    41917347,41917347@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:56:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,0DF94E52-4961-4F7B-8263-FF3F85068CB7
  555555555,   555555555,      19631,        340,      26348,    39227656,39227656@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,0E656314-60F3-EC11-B83A-48DF37E41F4C,A0BCB817-6A6B-4806-82C2-D443F741CAB8
  555555555,   555555555,      19631,        340,      24650,    34943835,34943835@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,0E656314-60F3-EC11-B83A-48DF37E41F4C,35865831-6650-44FB-BFEB-71D437B33DE8
  555555555,   555555555,      19702,        340,       1441,     6053227,6053227@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,BE0C8CA4-84B3-4E18-96E6-74DD93CBC3D0
  555555555,   555555555,      19702,        340,       1383,    43128198,43128198@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,C47ED4DC-0B6F-46C8-AF48-0BBDCE024F32
  555555555,   555555555,      19702,        340,       1782,    37687794,37687794@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,91A0F76A-A47A-4AA4-BBB5-FC1812893768
  555555555,   555555555,      19702,        340,       1866,    16446816,16446816@GMAIL.COM                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,859D1152-23F7-4F8B-BFD6-BD16C0E3FD31
  555555555,   555555555,      19702,        340,       1865,    43760639,43760639@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,74C4C3F4-8AD6-4A25-AD94-D6C1CF5801D6
  555555555,   555555555,      19702,        340,       1865,    43780353,43780353@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,40CDC581-C992-4CAB-A5DA-4CD1561243B3
  555555555,   555555555,      19702,        340,       1865,    43454643,43454643@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,FA7F6B26-EC80-4C3E-ACE6-9A64B483B139
  555555555,   555555555,      19702,        340,       1862,    29729152,29729152@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,22AF509E-AA37-4C61-A31D-AC92A22DF7EC
  555555555,   555555555,      19661,        340,      19565,    43758445,43758445@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,AB0564BA-2DF3-EC11-B83A-48DF37E41F4C,E71120EB-354E-4E60-94FF-94467F2676B2
  555555555,   555555555,      19702,        340,        487,    42290446,42290446@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,F1452951-6BC1-4E67-9B76-2B8197CD157A
  555555555,   555555555,      19013,        340,       5045,    36410229,36410229@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,01BC865D-69A5-45F4-A454-5A8ECA603665
  555555555,   555555555,      20924,        340,       5020,    36801697,36801697@aol.com                                                                                                                                                                                                                                              ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,07845FAF-BC5A-4A5D-B6D0-9CB9DA4A74AE
  555555555,   555555555,      20902,        340,      23030,    43622522,43622522@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,2EC0FDCD-D851-4A16-BAC1-823C8701A27C
  555555555,   555555555,      20902,        340,       6001,     6670861,6670861@hotmail.com                                                                                                                                                                                                                                           ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,814BD9A2-0333-4941-82B6-DD2DD53B0BD9
  555555555,   555555555,      20903,        340,      21013,    34275693,34275693@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,018406C6-DE91-428C-83DF-7B39335379E0
  555555555,   555555555,      20903,        340,      18031,    36194735,36194735@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,6B5EFA3A-C446-4727-BF0C-3D4C24364993
  555555555,   555555555,      20903,        340,      24003,     9391094,9391094@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,9C68C9EC-FFDE-4AF6-A667-7EC4713E7B84
  555555555,   555555555,      20904,        340,       4033,    37933951,37933951@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,340D969A-9655-4586-A171-FA8C04F7CE86
  555555555,   555555555,      20905,        340,      10021,    36703614,36703614@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,B7E1CD95-4AC7-4369-B65A-F4AAAD5A22E2
  555555555,   555555555,      20905,        340,       4015,    34509629,34509629@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,CAF0402F-C3E1-4BA5-AA20-407559A92F49
  555555555,   555555555,      20905,        340,      24017,    36319681,36319681@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,D4049A33-5EAE-4EFE-A482-519EDF3E4966
  555555555,   555555555,      20905,        340,      25013,    36602449,36602449@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,BA82D208-1DD9-49AA-A758-950213E1CC5B
  555555555,   555555555,      20905,        340,      25021,    38074042,38074042@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C174DB06-88F6-4F7B-81FA-24C977120C30
  555555555,   555555555,      20906,        340,      25010,    17026146,17026146@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,BC6E801C-5453-4C06-91D4-5594011DF504
  555555555,   555555555,      20924,        340,      16021,    38197486,38197486@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:55:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C99A45A5-DFC2-4D94-9E97-AFB72DC64AA9
  555555555,   555555555,      19664,        340,      11812,    37676704,37676704@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:55:00.000,devsutd.com                                                                                                                     ,       1,702145CD-2CF3-EC11-B83A-48DF37E41F4C,30797DE2-64C9-4CD9-AA9E-70ECA405B64E
  555555555,   555555555,      19607,        340,       6089,    31819337,31819337@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 00:55:00.000,devsutd.com                                                                                                                     ,       0,26B3A5AF-63F3-EC11-B83A-48DF37E41F4C,AD52CE8B-0DB1-41C8-9B26-053BC5CE8CEE
  555555555,   555555555,      19648,        340,      36708,    33312480,33312480@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,C50132CF-36F3-EC11-B83A-48DF37E41F4C,A2399D84-C697-4D62-8318-8BD0F17C99FB
  555555555,   555555555,      19607,        340,       6276,    38014997,38014997@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       0,26B3A5AF-63F3-EC11-B83A-48DF37E41F4C,0BF5F0F7-5EEE-4581-BCC3-914471A9DBEF
  555555555,   555555555,      19702,        340,       1606,    36076213,36076213@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,2F33D524-6B12-4657-9BC9-93B10A45239D
  555555555,   555555555,      19702,        340,       1104,    11384749,11384749@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,008A8B8E-6288-4B46-94EE-7E19D174422E
  555555555,   555555555,      19702,        340,       1862,    32292196,32292196@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,B1335935-5897-48A8-BD8E-40FCFBA8298D
  555555555,   555555555,      19702,        340,       1863,    43734350,43734350@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,A2496107-7CE9-4812-9D87-E49AF169B2A2
  555555555,   555555555,      19702,        340,       1853,    34007454,34007454@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,DD4AA31A-1EC9-43F9-B9A5-1D127D52D791
  555555555,   555555555,      19702,        340,       1790,    43750742,43750742@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,7D655E59-BE7A-4818-A62A-AA631F19B6AA
  555555555,   555555555,      19702,        340,       1802,    37565680,37565680@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,FB6FEC51-1B79-4775-AEB4-4F2F8DC9D9FA
  555555555,   555555555,      19702,        340,       1771,    36791191,36791191@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,9F1C946F-4EDE-4011-862E-B75CB8AABD5C
  555555555,   555555555,      19661,        340,      18771,    43774114,43774114@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,AB0564BA-2DF3-EC11-B83A-48DF37E41F4C,5F5C36F8-7530-4157-AD1D-A1C682C48051
  555555555,   555555555,      19701,        340,        145,    10703886,10703886@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       0,CD06E440-07F3-EC11-B83A-48DF37E41F4C,A2954470-C13C-4897-B0DE-8D97F3BA3988
  555555555,   555555555,      20902,        340,      13082,    42471593,42471593@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,20C5A166-5BB3-49B5-A9A2-B77FCCA80000
  555555555,   555555555,      20903,        340,      21012,    34185287,34185287@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,D2DEEFA5-D306-48A8-AAC2-106948DDE291
  555555555,   555555555,      20903,        340,      20042,    38108629,38108629@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,E4BD73E3-67B6-4A29-9C73-A1DE3C8C82BA
  555555555,   555555555,      20903,        340,      17008,    21926933,21926933@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,B68167A0-EF2E-4002-8A99-AADF42AEC489
  555555555,   555555555,      20903,        340,      11007,    34336491,34336491@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,565E174A-BDCA-4F5B-8BD1-9D7A6C14970B
  555555555,   555555555,      20905,        340,      21003,     8984949,8984949@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C417F488-1F48-4892-ACD4-FBA06A51D6C3
  555555555,   555555555,      20905,        340,       7009,    25822394,25822394@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,1E12753B-23D8-479B-AAB2-AA4399640C37
  555555555,   555555555,      20904,        340,      29014,    35469215,35469215@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,11E49484-ACC8-4039-9F19-3EF126981054
  555555555,   555555555,      20905,        340,      31035,    38033047,38033047@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,44FE95C7-72DD-44EE-A4D1-AD403BC942B4
  555555555,   555555555,      20906,        340,      12176,    38588835,38588835@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,98EACF0F-0DB9-46F9-9F59-DD61F999BF51
  555555555,   555555555,      20906,        340,      16022,    25404860,25404860@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,8DDA59D8-86D5-42A2-B707-3224ECDF3E26
  555555555,   555555555,      20002,        340,       1469,    42509018,42509018@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       0,DE5E18A7-604A-ED11-B841-48DF37E41D3A,4D8AE688-7681-4CFF-83BA-9315A45657D5
  555555555,   555555555,      19704,        340,      42196,    43297047,43297047@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,519F1281-06F3-EC11-B83A-48DF37E41F4C,4B94E7CB-531F-4A66-A468-B91CA6B572E8
  555555555,   555555555,      19721,        340,        524,    41218277,41218277@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:54:00.000,devsutd.com                                                                                                                     ,       1,E6E05607-5C43-ED11-B841-48DF37E41D3A,E2C71E21-ACD8-473A-8805-E9FB4412CC76
  555555555,   555555555,      20921,        805,      14016,    36008791,36008791@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:54:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,BC225167-C5A1-4B58-B298-C149599D39AF
  555555555,   555555555,      19663,        340,      10520,    34531765,34531765@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:54:00.000,devsutd.com                                                                                                                     ,       1,402BA4F3-2CF3-EC11-B83A-48DF37E41F4C,2FEF05F2-8AE1-48D5-99D6-31E84A1281BB
  555555555,   555555555,      19660,        340,      16961,    43591222,43591222@comcast.net                                                                                                                                                                                                                                          ,2022-10-31 00:54:00.000,devsutd.com                                                                                                                     ,       1,F8E1E6FD-2DF3-EC11-B83A-48DF37E41F4C,8A097E61-1C7F-4DDF-B4C1-C99A0AE366CD
  555555555,   555555555,      19702,        340,       1096,    42968091,42968091@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:54:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,370A7E4C-05FE-4FFB-BB74-6CDC177E5572
  555555555,   555555555,      19644,        340,      28942,    35540161,35540161@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:54:00.000,devsutd.com                                                                                                                     ,       0,9966E027-5DF3-EC11-B83A-48DF37E41F4C,B4046193-8CFE-4F3B-9EC1-2DDF34EE9865
  555555555,   555555555,      19644,        340,      30519,    43874595,43874595@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,9966E027-5DF3-EC11-B83A-48DF37E41F4C,CF85A57F-A58D-4B30-93A9-DC8734353087
  555555555,   555555555,      19644,        340,      30208,    42089694,42089694@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,9966E027-5DF3-EC11-B83A-48DF37E41F4C,8B3D18E8-07DB-4679-8DE7-88B240532BC7
  555555555,   555555555,      19619,        340,       3640,    34235988,34235988@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,06576EC7-61F3-EC11-B83A-48DF37E41F4C,864C4A48-7D31-41B9-B1C4-E5D82CA33E1B
  555555555,   555555555,      19702,        340,       1212,    33710091,33710091@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,8E561374-F3D6-44B2-963A-E56397FC5989
  555555555,   555555555,      19702,        340,       1439,     3606592,3606592@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,9FD1251F-9056-4AB5-A2CB-E077DF677AFC
  555555555,   555555555,      19702,        340,       1821,    37256151,37256151@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,0846089E-DB18-4B8A-8B55-6B18B9225F30
  555555555,   555555555,      19702,        340,       1845,    43562855,43562855@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,ED4048AE-E0BE-4C4B-9C30-8956B467F1F8
  555555555,   555555555,      19702,        340,       1844,     8677525,8677525@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,976B48E1-79D1-4DEC-99E0-6BC164F6FBA5
  555555555,   555555555,      19702,        340,       1844,    22385143,22385143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,4D8D70EC-A08D-43A3-8BE9-A2E828C559E5
  555555555,   555555555,      19664,        340,      12057,    36662318,36662318@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,702145CD-2CF3-EC11-B83A-48DF37E41F4C,1937AE44-9ECD-4387-B139-3F7278D0D0AF
  555555555,   555555555,      20921,        805,      24012,    34526599,34526599@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,8CEC1E66-453B-4AE5-B7E9-FE92A194E3C3
  555555555,   555555555,      20924,        340,      26018,    36618205,36618205@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,3E7F2AF7-BA35-4971-81A5-5A92241C11F5
  555555555,   555555555,      20926,        340,      14025,    37432179,37432179@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,4C7179BE-5EB0-40C5-B202-6CCC76CFC7DD
  555555555,   555555555,      20906,        340,      19018,    28959784,28959784@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,42273648-D44C-4BA5-BDE3-E92039F3DD5E
  555555555,   555555555,      20904,        340,      27005,    10890334,10890334@GMAIL.COM                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,17C5E734-2CF8-4A98-B385-8B5216D4ED50
  555555555,   555555555,      20904,        340,      15036,    37754137,37754137@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,35F730B3-28E7-4A46-AA8E-008718C26795
  555555555,   555555555,      20905,        340,       3008,    34818290,34818290@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,F6DF2BF5-1091-4CF6-82DA-D6F68FB325E6
  555555555,   555555555,      20905,        340,      16001,     6760315,6760315@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,E070C9F1-7B32-467B-BA88-35A234115C47
  555555555,   555555555,      20903,        340,      14018,    34959113,34959113@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,347D2E26-2A61-4164-9FB9-1E1152B12FFD
  555555555,   555555555,      20903,        340,       3023,    35999377,35999377@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,25737442-2F97-42B8-90D1-CC9C98BB8B8F
  555555555,   555555555,      20903,        340,      20043,    38174791,38174791@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,2D83697A-34EE-4544-8357-7B6343FE72CC
  555555555,   555555555,      20903,        340,      19005,     9529402,9529402@aol.com                                                                                                                                                                                                                                               ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,D2BFB9ED-3F38-403A-A35E-2492B1AFADEB
  555555555,   555555555,      20903,        340,      29047,    37453177,37453177@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,AEE0F682-F831-4C2D-874F-BA7BCEE01C1B
  555555555,   555555555,      20902,        340,       4013,    33523371,33523371@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,FC87CC01-DC27-40BF-AC68-A5C00E5EBEF4
  555555555,   555555555,      20902,        340,      25047,    40280837,40280837@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,EDE6C4B9-14E1-4C84-BAB0-1198F1D39325
  555555555,   555555555,      20902,        340,      19089,    43693711,43693711@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C4C16631-899C-441C-9FC0-353422F1FE7F
  555555555,   555555555,      19704,        340,      36997,    43575851,43575851@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:53:00.000,devsutd.com                                                                                                                     ,       1,519F1281-06F3-EC11-B83A-48DF37E41F4C,67FEE74E-18D8-40BE-B607-E7D643487294
  555555555,   555555555,      19704,        340,      38840,    43745448,43745448@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       1,519F1281-06F3-EC11-B83A-48DF37E41F4C,AD9D6432-B95E-4B7E-9A19-9EED11EEBCB7
  555555555,   555555555,      19704,        340,      38044,    43720497,43720497@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       0,519F1281-06F3-EC11-B83A-48DF37E41F4C,D3BEE538-A0E7-48B5-80B2-7A203EEAC735
  555555555,   555555555,      20924,        340,      22009,    34420065,34420065@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,173B88A4-6ACB-4DEB-B8AA-8429A7CC9774
  555555555,   555555555,      20924,        340,      12028,    37824740,37824740@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,283BAD63-1CF3-4ED9-86AC-F25AB213F78E
