channelid                                                                                                                       ,contactid           ,contactkey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,addressid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,isactive,createddate            ,modifieddate           
21A6DE95-E5ED-4B34-B459-6697E4AC35DA                                                                                            ,            19363142,19363142@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,B3E8EADE-C834-4D25-A9AB-7716659232C9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
645FAC85-7778-4BBD-8E14-0352D76B5A38                                                                                            ,            32526661,32526661@icloud.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,45552C51-3B31-4F72-B05D-37FDD4969370                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
F6B90422-3A7F-4110-9CF6-429C7542969F                                                                                            ,            34651418,34651418@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,1BC21DF1-9675-406D-B5FD-F5B75D82E1E4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
6F599901-B973-4922-813B-0A492A17E255                                                                                            ,            37225709,37225709@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,40173119-2BE2-43CB-9655-BBC7F5414A02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
1AB90C4A-F55C-403E-865D-F707F148E16D                                                                                            ,            10642344,10642344@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,996A671C-7BE7-43A9-AE27-8F07AE1066FB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
E3B387C7-20A7-48B4-9F46-86CD279B4996                                                                                            ,            38201812,38201812@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,57AAFC53-EE1F-42A6-9E83-3F53FE47DFF9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
235DEB9B-92D3-4B22-BD78-DEB3208A35FE                                                                                            ,            37195705,37195705@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,412FB4AF-E840-4E80-B42D-042025B3A84B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
322D18BB-A533-46E3-A1DE-2A5AB2C7D401                                                                                            ,            38308678,38308678@aol.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,F5DB7FE9-A63A-4E73-AA00-450FE2AB1B1A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
483CC1B7-DB34-4DED-8A18-2810A6FBF2A6                                                                                            ,            36910234,36910234@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,9957D57D-985F-49CD-BCF6-747A43CF6007                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
00F15DC9-550F-4EA4-A28C-E1308AC449AB                                                                                            ,            37700784,37700784@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,32C96964-C672-479A-AB7A-9A625B8B512F                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
95F21C93-BC71-4FA4-8A28-004EB6E6AD3D                                                                                            ,            38217139,38217139@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,5E8AF7FB-DDE0-4B1F-AB37-090F1AE526BB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
0AC68158-FD7E-4D27-9A5C-F2F6EBBA9452                                                                                            ,            36734127,36734127@icloud.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,ED8003FF-8079-4DD7-A68F-84F7ADD36D3A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
EB769257-B730-4F11-9D0A-7063965E587D                                                                                            ,            38134028,38134028@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36F84A2D-A429-4BDB-B88B-CC9CFDDC76DE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
178BD3C5-1A2F-471B-8778-FC5C7E5D2C8F                                                                                            ,            35544569,35544569@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2C24AF51-6004-463D-9B1F-F686A787A6B1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
D4934942-C9F1-460B-B5D0-521B46AEB3AA                                                                                            ,            41401940,41401940@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,6BD3E472-1C35-4B68-BAB7-005143CA42CD                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
B7E211A3-A5DC-4272-90CC-7A4C48D64FCC                                                                                            ,            35975920,35975920@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,BC57ECFB-9D0B-462F-A74C-156DC2DE712E                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
78EE20BE-5D68-4729-BC88-2A46F6800A31                                                                                            ,            33018909,33018909@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,FFE93988-A7FD-4989-8376-B27BA814CE85                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
3C6A86EE-9846-4BD8-B6CC-6DD8F43C06F7                                                                                            ,            40956280,40956280@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,8A3A2B47-4DEC-444D-AE07-E6D991EE53CB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
E649A819-65D9-406F-ACB7-9A144BA7CC4F                                                                                            ,            33163393,33163393@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,05365662-EC6D-45D9-910D-8DF339E2DAA7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
0B10BB57-E5F9-488C-863E-1B5242D6AF41                                                                                            ,             7729414,7729414@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,75E31C3E-ADC8-4EB7-B862-4244468E1D15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
89D30AB8-62F6-4C97-A039-12C7782821BF                                                                                            ,            33523606,33523606@live.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,A1446A21-CCB6-4BEE-8E80-F709CDC7543E                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:58:00.000,2022-10-31 12:58:00.000
A484A957-624D-49CB-BEBD-D5E23E61472D                                                                                            ,            37568451,37568451@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,8618D57E-7FA1-4F60-A01B-A2502AD02B8B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:58:00.000,2022-10-31 00:58:00.000
58DA399D-CA1E-40DE-B926-F6859176EC15                                                                                            ,            35722761,35722761@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,E46E8518-423F-4667-852E-5B0CE8EB75F4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:58:00.000,2022-10-31 00:58:00.000
D0B24DC7-63F8-4D47-ABCB-1C8433868E1B                                                                                            ,            38004454,38004454@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,33DC9032-72A3-4440-A503-D45738018025                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:58:00.000,2022-10-31 00:58:00.000
8A2BCCA1-FC50-4359-8586-7DA3EA43521F                                                                                            ,             8184982,8184982@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,F40DFB30-14FA-4107-BE69-7E93D7FC57E8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:58:00.000,2022-10-31 00:58:00.000
8E22F350-9F0A-403A-B756-45591F7AB71F                                                                                            ,            42810215,42810215@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,28372CC0-2EA0-4D42-ADEC-7782D18E1409                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:58:00.000,2022-10-31 00:58:00.000
3502A7FD-F629-4833-9CAC-242B5B92D90C                                                                                            ,            36324572,36324572@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,89894DB7-4089-48FF-AF77-20BE8F4EFD0F                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
112E14B8-1652-4EB5-A95B-29F7922384EF                                                                                            ,            29447789,29447789@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,EE1F144D-D2A2-4060-840A-1C525C02AEE2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
D4BCFAEB-5164-4A05-B10B-FF3E514579B3                                                                                            ,            42654506,42654506@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,84DBAF13-F77C-4D90-B1D1-FA5CA3CC0305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
968DD94E-93A1-48C1-A610-CE8411DF027C                                                                                            ,            38202997,38202997@icloud.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,52797DB3-A9AD-4D0E-B5DC-183DDB0B3BFC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
AC0D6A9C-8176-4345-B0EF-840DF3F9B642                                                                                            ,            31494460,31494460@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,115C3DE7-EC4B-43D2-A613-377904FC8F49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
CEA817A0-5CDA-48F8-AE20-493D0880BB74                                                                                            ,            28777404,28777404@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,BF790560-E859-44BE-ADF4-C4D95A669EB6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
0F9D81D3-C9CD-488D-8D61-0D0B422A8A81                                                                                            ,            31879773,31879773@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,61B2ECB4-E03E-45F7-9EAB-26C908339415                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
53BEC432-8E7F-45D3-A079-C3336396CDFF                                                                                            ,             7451983,7451983@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,F4CABE5C-27E1-4F2E-9311-49DD20D4DC4C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
E017E91F-7539-47DC-9D1E-4C7605780536                                                                                            ,            28575966,28575966@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2F889313-FC65-4919-93ED-97E0F8C2C4BE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
34488AE9-FAAA-4B65-BD42-0E5F374B4733                                                                                            ,            43606408,43606408@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,97DCCA36-C2A3-4956-905E-28076E3ABAAA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
ED3297C5-9714-4307-AE23-9A5E54209FFF                                                                                            ,            30763649,30763649@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,9441EEA9-5AF1-4A17-80C9-ADE67A5A0C4F                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
A5613FD8-1B16-48C0-B532-633F6C2B630F                                                                                            ,            29672442,29672442@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2E887368-CFEB-4AB0-8418-1CA8D2BC368B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
