accountid  ,oybaccountid,jobid               ,listid     ,batchid             ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,eventdate              ,isunique,domain                                                                                                                          
  555555555,   555555556,               19018,        340,               19061,    36655209,36655209@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:53:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19348,        340,               26001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:53:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19420,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19432,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19591,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19415,        340,                6001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19585,        340,                7001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19505,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19782,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19844,        340,                7001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19537,        340,                 292,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19600,        340,                4002,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19785,        340,               10001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19777,        340,                2002,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19889,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19850,        340,                2002,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19605,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19855,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19857,        340,                6001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19894,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19991,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20012,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:48:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20128,        340,                6001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:48:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20138,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:48:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20131,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:48:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20761,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:47:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20143,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:47:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20632,        340,                3002,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:47:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20150,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:47:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19704,        340,               30172,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19704,        340,               30487,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19704,        340,               30494,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20639,        340,                6001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20813,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20874,        340,                1002,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20819,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:45:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19702,        340,                1576,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19702,        340,                1577,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19702,        340,                1579,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20928,        340,                   2,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20926,        340,                7001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20892,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20919,        340,                9001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20910,        340,                   2,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19001,        340,               21081,    36655209,36655209@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:43:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20924,        340,                8001,     3957033,3957033@comcast.net                                                                                                                                                                                                                                           ,2022-10-31 04:43:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               20015,    17203190,17203190@HOTMAIL.COM                                                                                                                                                                                                                                          ,2022-10-31 04:43:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19004,        340,               16064,    36655209,36655209@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:42:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19643,        340,               28432,    43749941,43749941@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 16:41:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19013,        340,               11050,    36655209,36655209@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:36:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20927,        340,                  13,    35571153,35571153@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 04:27:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20920,        340,               16012,    35571153,35571153@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 04:27:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20893,        340,               30016,    35571153,35571153@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 04:27:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19703,        340,               17003,    42814826,42814826@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 16:20:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19661,        340,               14674,    30005613,30005613@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 04:19:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19648,        340,               29869,    30005613,30005613@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 04:19:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20796,        340,                 794,    43648247,43648247@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 16:09:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20797,        340,                 813,    43648247,43648247@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 16:08:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19003,        340,               27017,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:05:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19015,        340,               17020,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:04:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               21099,        340,               13006,    20246717,20246717@YAHOO.COM                                                                                                                                                                                                                                            ,2022-10-31 16:04:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               21098,        340,               31012,    37517992,37517992@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 16:00:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20907,        340,               24018,    34170123,34170123@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:59:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20906,        340,               13180,    39470629,39470629@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20139,        340,               16003,     9846485,9846485@aol.com                                                                                                                                                                                                                                               ,2022-10-31 15:41:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               21098,        340,               31014,    38147697,38147697@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:40:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20794,        340,                 100,    43653015,43653015@aol.com                                                                                                                                                                                                                                              ,2022-10-31 03:40:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               21099,        340,                7008,    25651969,25651969@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:31:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19419,        340,                9028,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 15:25:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19643,        340,               23431,    43214853,43214853@comcast.net                                                                                                                                                                                                                                          ,2022-10-31 15:21:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20017,        340,               22024,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 15:20:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20906,        340,               24229,    39229684,39229684@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:18:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20906,        340,               20077,    38623870,38623870@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 15:15:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20922,        340,               27073,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20909,        340,               17047,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20902,        340,               10052,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:12:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19702,        340,                1595,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:12:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               17142,    38648399,38648399@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19644,        340,               30666,    43876950,43876950@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 14:55:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20902,        340,               17031,    42239176,42239176@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 14:51:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18517,        340,               16031,    35089960,35089960@live.com                                                                                                                                                                                                                                             ,2022-10-31 14:04:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20904,        340,               27023,    36553046,36553046@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 14:01:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,                4148,    39060218,39060218@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 01:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20906,        340,                2139,    43712800,43712800@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:41:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20906,        340,               28051,    35105134,35105134@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:32:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19648,        340,               16855,    42097859,42097859@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 01:27:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20902,        340,                5041,    40987222,40987222@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:24:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20016,        340,               29091,    38146730,38146730@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 13:22:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19648,        340,               22226,    42970630,42970630@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:08:00.000,       1,devsutd.com                                                                                                                     
