businessunitid      ,subscriberid        ,subscriberkey                                                                                                                                                                                                                                                 ,unsubdateutc           ,unsubreason                                                                                         
           555555555,             1614521,1614521@gmail.com                                                                                                                                                                                                                                             ,2023-01-08 14:56:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1614559,1614559@gmail.com                                                                                                                                                                                                                                             ,2022-11-22 15:29:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1614595,1614595@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:50:00.000,Unsubscribed via Import                                                                             
           555555555,             1614610,1614610@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1614676,1614676@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1614684,1614684@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1614813,1614813@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1614851,1614851@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:39:00.000,Unsubscribed via Import                                                                             
           555555555,             1614852,1614852@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:36:00.000,Unsubscribed via Import                                                                             
           555555555,             1614855,1614855@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1614869,1614869@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:07:00.000,Unsubscribed via Import                                                                             
           555555555,             1614906,1614906@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:38:00.000,Unsubscribed via Import                                                                             
           555555555,             1614914,1614914@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:08:00.000,Unsubscribed via Import                                                                             
           555555555,             1614929,1614929@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:49:00.000,Unsubscribed via Import                                                                             
           555555555,             1615200,1615200@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1615396,1615396@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1615640,1615640@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1615826,1615826@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1616264,1616264@gmail.com                                                                                                                                                                                                                                             ,2023-02-01 20:18:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1616427,1616427@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1616570,1616570@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1616594,1616594@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1616633,1616633@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1616637,1616637@icloud.com                                                                                                                                                                                                                                            ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1616655,1616655@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1616682,1616682@yahoo.com                                                                                                                                                                                                                                             ,2022-12-24 14:37:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1616761,1616761@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1616765,1616765@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1616792,1616792@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1616827,1616827@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1616853,1616853@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1616877,1616877@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:59:00.000,Unsubscribed via Import                                                                             
           555555555,             1616880,1616880@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1616911,1616911@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:18:00.000,Unsubscribed via Import                                                                             
           555555555,             1616922,1616922@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:15:00.000,Unsubscribed via Import                                                                             
           555555555,             1617036,1617036@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:47:00.000,Unsubscribed via Import                                                                             
           555555555,             1617051,1617051@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1617059,1617059@gmail.com                                                                                                                                                                                                                                             ,2023-02-13 02:54:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1617078,1617078@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:53:00.000,Unsubscribed via Import                                                                             
           555555555,             1617087,1617087@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:55:00.000,Unsubscribed via Import                                                                             
           555555555,             1617159,1617159@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:47:00.000,Unsubscribed via Import                                                                             
           555555555,             1617160,1617160@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1617174,1617174@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:49:00.000,Unsubscribed via Import                                                                             
           555555555,             1617188,1617188@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:08:00.000,Unsubscribed via Import                                                                             
           555555555,             1617214,1617214@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1617242,1617242@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1617256,1617256@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:54:00.000,Unsubscribed via Import                                                                             
           555555555,             1617266,1617266@comcast.net                                                                                                                                                                                                                                           ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1617271,1617271@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:50:00.000,Unsubscribed via Import                                                                             
           555555555,             1617275,1617275@icloud.com                                                                                                                                                                                                                                            ,2022-11-10 04:13:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1617287,1617287@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1617306,1617306@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:07:00.000,Unsubscribed via Import                                                                             
           555555555,             1617319,1617319@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:54:00.000,Unsubscribed via Import                                                                             
           555555555,             1617350,1617350@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:03:00.000,Unsubscribed via Import                                                                             
           555555555,             1617362,1617362@live.com                                                                                                                                                                                                                                              ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1617363,1617363@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:04:00.000,Unsubscribed via Import                                                                             
           555555555,             1617381,1617381@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1617383,1617383@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1617450,1617450@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:04:00.000,Unsubscribed via Import                                                                             
           555555555,             1617501,1617501@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:41:00.000,Unsubscribed via Import                                                                             
           555555555,             1617520,1617520@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1617521,1617521@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:49:00.000,Unsubscribed via Import                                                                             
           555555555,             1617523,1617523@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1617542,1617542@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:48:00.000,Unsubscribed via Import                                                                             
           555555555,             1617548,1617548@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1617551,1617551@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:11:00.000,Unsubscribed via Import                                                                             
           555555555,             1617588,1617588@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1617677,1617677@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1617689,1617689@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1617698,1617698@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:47:00.000,Unsubscribed via Import                                                                             
           555555555,             1617819,1617819@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:04:00.000,Unsubscribed via Import                                                                             
           555555555,             1617836,1617836@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1617838,1617838@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:55:00.000,Unsubscribed via Import                                                                             
           555555555,             1617841,1617841@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:41:00.000,Unsubscribed via Import                                                                             
           555555555,             1617843,1617843@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1617877,1617877@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1617879,1617879@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1618183,1618183@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:07:00.000,Unsubscribed via Import                                                                             
           555555555,             1618553,1618553@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1619479,1619479@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:18:00.000,Unsubscribed via Import                                                                             
           555555555,             1619526,1619526@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1619556,1619556@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1619558,1619558@gmail.com                                                                                                                                                                                                                                             ,2022-11-29 21:58:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1619612,1619612@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1619619,1619619@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1623784,1623784@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:39:00.000,Unsubscribed via Import                                                                             
           555555555,             1623836,1623836@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1623844,1623844@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1623912,1623912@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:50:00.000,Unsubscribed via Import                                                                             
           555555555,             1623924,1623924@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1623945,1623945@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:59:00.000,Unsubscribed via Import                                                                             
           555555555,             1623956,1623956@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:48:00.000,Unsubscribed via Import                                                                             
           555555555,             1623980,1623980@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1624005,1624005@comcast.net                                                                                                                                                                                                                                           ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1624018,1624018@gmail.com                                                                                                                                                                                                                                             ,2023-01-14 13:08:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1624027,1624027@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1624052,1624052@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:46:00.000,Unsubscribed via Import                                                                             
           555555555,             1624119,1624119@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1624122,1624122@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:18:00.000,Unsubscribed via Import                                                                             
           555555555,             1624132,1624132@YAHOO.COM                                                                                                                                                                                                                                             ,2022-11-03 01:33:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1624147,1624147@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:18:00.000,Unsubscribed via Import                                                                             
           555555555,             1624152,1624152@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1624172,1624172@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:53:00.000,Unsubscribed via Import                                                                             
           555555555,             1624180,1624180@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:25:00.000,Unsubscribed via Import                                                                             
           555555555,             1624234,1624234@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1624236,1624236@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:02:00.000,Unsubscribed via Import                                                                             
           555555555,             1624245,1624245@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
