accountid  ,oybaccountid,jobid      ,listid     ,batchid    ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,transactiontime        ,domain                                                                                                                          ,isunique,triggerersenddefinitionobjectid                                                                                                                                                                                                                                ,triggeredsendcustomerkey            
  555555555,   555555556,      20797,        340,        813,    43648247,43648247@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 16:08:00.000,devsutd.com                                                                                                                     ,       1,43648247                                                                                                                                                                                                                                                       ,6E7A5D86-0689-4802-B04B-B882816C9F47
  555555555,   555555556,      19003,        340,      27017,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:05:00.000,devsutd.com                                                                                                                     ,       1,34602432                                                                                                                                                                                                                                                       ,B7B48FE7-2B49-41AD-9BC9-A43D8173B133
  555555555,   555555556,      19015,        340,      17020,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 16:04:00.000,devsutd.com                                                                                                                     ,       1,34602432                                                                                                                                                                                                                                                       ,AD371CDA-3610-4E37-9961-74328D5ABFD1
  555555555,   555555556,      21099,        340,      13006,    20246717,20246717@YAHOO.COM                                                                                                                                                                                                                                            ,2022-10-31 16:04:00.000,devsutd.com                                                                                                                     ,       1,20246717                                                                                                                                                                                                                                                       ,BAA3C161-4195-4F2F-B4ED-9754A8E9007D
  555555555,   555555556,      21098,        340,      31012,    37517992,37517992@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 16:00:00.000,devsutd.com                                                                                                                     ,       1,37517992                                                                                                                                                                                                                                                       ,6DE6F3A2-A2FC-4DD3-B975-A66E31EDEB86
  555555555,   555555556,      20907,        340,      24018,    34170123,34170123@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:59:00.000,devsutd.com                                                                                                                     ,       1,34170123                                                                                                                                                                                                                                                       ,8654E60D-25D8-47CC-8280-0563F8A56D5D
  555555555,   555555556,      20906,        340,      13180,    39470629,39470629@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:51:00.000,devsutd.com                                                                                                                     ,       1,39470629                                                                                                                                                                                                                                                       ,A2884B54-AB65-42AE-8E8D-47320D9C88B9
  555555555,   555555556,      20139,        340,      16003,     9846485,9846485@aol.com                                                                                                                                                                                                                                               ,2022-10-31 15:41:00.000,devsutd.com                                                                                                                     ,       1,9846485                                                                                                                                                                                                                                                        ,2D3AC266-F847-4B59-8CE4-3BD9E3EB14C1
  555555555,   555555556,      21098,        340,      31014,    38147697,38147697@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:40:00.000,devsutd.com                                                                                                                     ,       1,38147697                                                                                                                                                                                                                                                       ,39E759E1-FAAB-4463-81F7-4C7C63624A06
  555555555,   555555556,      20794,        340,        100,    43653015,43653015@aol.com                                                                                                                                                                                                                                              ,2022-10-31 03:40:00.000,devsutd.com                                                                                                                     ,       1,43653015                                                                                                                                                                                                                                                       ,0F99E027-1308-4D6B-99ED-831A06229C9F
  555555555,   555555556,      21099,        340,       7008,    25651969,25651969@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:31:00.000,devsutd.com                                                                                                                     ,       1,25651969                                                                                                                                                                                                                                                       ,9B6BBCCB-4EFF-4241-A70F-EC6EF4CEE1BD
  555555555,   555555556,      19419,        340,       9028,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 15:25:00.000,devsutd.com                                                                                                                     ,       1,34602432                                                                                                                                                                                                                                                       ,BD123D6A-69F5-4BE1-9A65-2FB1A15382FB
  555555555,   555555556,      19643,        340,      23431,    43214853,43214853@comcast.net                                                                                                                                                                                                                                          ,2022-10-31 15:21:00.000,devsutd.com                                                                                                                     ,       1,43214853                                                                                                                                                                                                                                                       ,EA75E4CC-06B6-4E88-BC10-3E1C542F29AF
  555555555,   555555556,      20017,        340,      22024,    34602432,34602432@aol.com                                                                                                                                                                                                                                              ,2022-10-31 15:20:00.000,devsutd.com                                                                                                                     ,       1,34602432                                                                                                                                                                                                                                                       ,C9609044-E2AA-4FA8-B7CD-88F78017DC65
  555555555,   555555556,      20906,        340,      24229,    39229684,39229684@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:18:00.000,devsutd.com                                                                                                                     ,       1,39229684                                                                                                                                                                                                                                                       ,6F041A55-C200-40D3-837C-A63D0E528F77
  555555555,   555555556,      20906,        340,      20077,    38623870,38623870@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 15:15:00.000,devsutd.com                                                                                                                     ,       1,38623870                                                                                                                                                                                                                                                       ,7A4E6C41-1042-4CBE-B6C5-7F4026F4FC53
  555555555,   555555556,      20922,        340,      27073,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:13:00.000,devsutd.com                                                                                                                     ,       1,43367226                                                                                                                                                                                                                                                       ,58158E6A-C6B9-4E4E-9A97-D7E0F8FD4D22
  555555555,   555555556,      20909,        340,      17047,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:13:00.000,devsutd.com                                                                                                                     ,       1,43367226                                                                                                                                                                                                                                                       ,BE125A5D-EEF2-4BDB-A728-D9FDBA5DEA17
  555555555,   555555556,      20902,        340,      10052,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:12:00.000,devsutd.com                                                                                                                     ,       1,43367226                                                                                                                                                                                                                                                       ,6A4D83EC-E968-449C-8286-F8F6F5C32D45
  555555555,   555555556,      19702,        340,       1595,    43367226,43367226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:12:00.000,devsutd.com                                                                                                                     ,       1,43367226                                                                                                                                                                                                                                                       ,C505DA39-180A-4BF8-B858-7397449996C2
  555555555,   555555556,      20923,        340,      17142,    38648399,38648399@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 15:11:00.000,devsutd.com                                                                                                                     ,       1,38648399                                                                                                                                                                                                                                                       ,3A931229-3B5F-4765-8EBF-9B9A43D7ADC8
  555555555,   555555556,      19644,        340,      30666,    43876950,43876950@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 14:55:00.000,devsutd.com                                                                                                                     ,       1,43876950                                                                                                                                                                                                                                                       ,8E53FA33-B3D0-4DB4-A662-5AA32180E26B
  555555555,   555555556,      20902,        340,      17031,    42239176,42239176@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 14:51:00.000,devsutd.com                                                                                                                     ,       1,42239176                                                                                                                                                                                                                                                       ,EDB6C393-B892-46ED-8C50-ECADDF6FE288
  555555555,   555555556,      18517,        340,      16031,    35089960,35089960@live.com                                                                                                                                                                                                                                             ,2022-10-31 14:04:00.000,devsutd.com                                                                                                                     ,       1,35089960                                                                                                                                                                                                                                                       ,71401BC3-8C2D-45D5-B360-18D47FE128D9
  555555555,   555555556,      20904,        340,      27023,    36553046,36553046@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 14:01:00.000,devsutd.com                                                                                                                     ,       1,36553046                                                                                                                                                                                                                                                       ,7C610AD3-1024-41E0-B3CB-4197C5F8263E
  555555555,   555555556,      20923,        340,       4148,    39060218,39060218@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 01:44:00.000,devsutd.com                                                                                                                     ,       1,39060218                                                                                                                                                                                                                                                       ,43E16F6C-E83E-4781-AF87-7922DFEB1647
  555555555,   555555556,      20906,        340,       2139,    43712800,43712800@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:41:00.000,devsutd.com                                                                                                                     ,       1,43712800                                                                                                                                                                                                                                                       ,44E30675-F1AC-42C0-A545-F4DC0966F9E1
  555555555,   555555556,      20906,        340,      28051,    35105134,35105134@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:32:00.000,devsutd.com                                                                                                                     ,       1,35105134                                                                                                                                                                                                                                                       ,1C9F4E78-C04A-4C83-BBD4-1F097DC3A88B
  555555555,   555555556,      19648,        340,      16855,    42097859,42097859@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 01:27:00.000,devsutd.com                                                                                                                     ,       1,42097859                                                                                                                                                                                                                                                       ,92E82661-5617-45D4-AB42-68C66ADF22AD
  555555555,   555555556,      20902,        340,       5041,    40987222,40987222@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:24:00.000,devsutd.com                                                                                                                     ,       1,40987222                                                                                                                                                                                                                                                       ,8201ADAF-48AD-458F-A286-D312FFFC5A00
  555555555,   555555556,      20016,        340,      29091,    38146730,38146730@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 13:22:00.000,devsutd.com                                                                                                                     ,       1,38146730                                                                                                                                                                                                                                                       ,51387417-1587-4A0C-83B1-505E225F705B
  555555555,   555555556,      19648,        340,      22226,    42970630,42970630@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:08:00.000,devsutd.com                                                                                                                     ,       1,42970630                                                                                                                                                                                                                                                       ,A0961827-8194-498C-94C1-C74E71341186
  555555555,   555555556,      19603,        340,      31042,    41080199,41080199@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:08:00.000,devsutd.com                                                                                                                     ,       1,41080199                                                                                                                                                                                                                                                       ,5D23B021-C4D6-4C4A-B0C9-5796763D8BD2
  555555555,   555555556,      20906,        340,       8058,    35691399,35691399@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 13:06:00.000,devsutd.com                                                                                                                     ,       1,35691399                                                                                                                                                                                                                                                       ,F10D84F6-3CDB-490E-8E86-5535C77847D7
  555555555,   555555556,      20906,        340,      23138,    39580562,39580562@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 13:01:00.000,devsutd.com                                                                                                                     ,       1,39580562                                                                                                                                                                                                                                                       ,56B01A7B-5E62-4EB1-B3A5-D5F9DC22AFE2
  555555555,   555555556,      20919,        340,       9009,    34520961,34520961@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:58:00.000,devsutd.com                                                                                                                     ,       1,34520961                                                                                                                                                                                                                                                       ,6E779483-3B57-438F-B138-3B5470365FDB
  555555555,   555555556,      20923,        340,      29207,    43264191,43264191@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 12:57:00.000,devsutd.com                                                                                                                     ,       1,43264191                                                                                                                                                                                                                                                       ,E17CF7AD-A7E4-4D5B-BFF9-629C0E19A762
  555555555,   555555556,      18875,        340,       6087,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:57:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,395F6884-6D8F-4860-A0E2-E412918F8FC7
  555555555,   555555556,      19786,        340,       2027,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:56:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,68EE6B7B-9217-4779-BEF6-CF940992141E
  555555555,   555555556,      19601,        340,       1035,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:56:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,BDA8FACC-8096-4313-B4B1-1884901AF9CF
  555555555,   555555556,      18992,        340,      22071,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:56:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,891F91AD-445E-4C5D-8E0D-D2F17E0DE2E3
  555555555,   555555556,      19001,        340,      15089,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:56:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,8B5EFAA6-A0CB-4B16-A589-AEB07A55D150
  555555555,   555555556,      19778,        340,      29016,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:56:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,E4473659-4EED-4764-8727-5EB2880C4E25
  555555555,   555555556,      20152,        340,      25027,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:56:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,CEB5C2C9-1634-43D2-B98B-AE77C5FE2712
  555555555,   555555556,      18764,        340,       9055,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:55:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,9C40D5FA-0A43-4634-8317-B0B07B4583C1
  555555555,   555555556,      18828,        340,      12108,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:55:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,725802D3-297F-4CD4-BEFF-580FBF02231B
  555555555,   555555556,      20911,        340,      24029,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:55:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,F38CD070-F064-4147-AADF-5BB5A5028CAD
  555555555,   555555556,      19416,        340,      19018,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:54:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,E758F6A1-AD2C-4E6C-A6C7-05307867B694
  555555555,   555555556,      19506,        340,      30029,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:54:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,35927EF0-2098-413D-93E3-A1F176F2F5FA
  555555555,   555555556,      19649,        340,      36635,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:54:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,C48240F4-ACF5-4D13-A467-068BB60AF078
  555555555,   555555556,      18478,        340,       8090,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:54:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,9D3A3666-B53B-48B8-A98A-0F5BEA29DE1F
  555555555,   555555556,      19586,        340,      19031,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:53:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,3FC95405-895B-4071-8923-57E7C7C24BE1
  555555555,   555555556,      19268,        340,      30052,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:53:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,85D1CD9B-91BD-435B-9B30-86F34D6FDC23
  555555555,   555555556,      20875,        340,      31028,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:53:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,59ACA59F-3066-48D2-BE5E-A9EE4B6D6D58
  555555555,   555555556,      19851,        340,      20026,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:53:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,A69BB81D-2D5D-4CC7-A3E1-FA2C36B8E03C
  555555555,   555555556,      20129,        340,      14032,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:52:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,BF411F1F-9F77-4B66-9C68-6AC0F495DB3D
  555555555,   555555556,      19890,        340,      23022,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:51:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,ACDA057B-4FC6-4E88-9A15-4FDC6905A991
  555555555,   555555556,      20139,        340,       6020,    37567909,37567909@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 12:51:00.000,devsutd.com                                                                                                                     ,       1,37567909                                                                                                                                                                                                                                                       ,767E72C4-5929-4824-9322-7C5E904DD69B
